id,codep,codmun,codind,nomind,manmue,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam,sincasos,sinpoblacion,sintasa,rural,urbano,sinfor,despazado,otro,discapacitado,nodiscapacitado,sinfodiscapacitado,amarillo,blanco,indigena,mestizo,mulato,negro,sinfraza,total
12,05,5002,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2022,4,1,1906,52.46589716684156,0,1027,0,1,879,113.76564277588167,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
13,05,5002,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,5,3056,163.61256544502618,5,1669,299.58058717795086,0,1387,0,0,0,0,1,4,0,0,5,0,5,0,0,2,0,3,0,0,0,5
14,05,5002,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,1,3056,32.72251308900524,1,1669,59.916117435590174,0,1387,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
15,05,5002,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,2,3056,65.44502617801048,2,1669,119.83223487118035,0,1387,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,1,0,0,0,2
16,05,5002,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,3056,32.72251308900524,1,1669,59.916117435590174,0,1387,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
17,05,5002,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2022,5,1,3056,32.72251308900524,1,1669,59.916117435590174,0,1387,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
18,05,5004,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,6,445,1348.314606741573,5,258,1937.984496124031,1,187,534.75935828877,0,0,0,6,0,0,0,6,0,6,0,0,0,0,6,0,0,0,6
19,05,5004,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,6,445,1348.314606741573,5,258,1937.984496124031,1,187,534.75935828877,0,0,0,6,0,0,0,6,0,6,0,0,0,0,6,0,0,0,6
20,05,5030,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,1,2633,37.9794910748196,1,1332,75.07507507507508,0,1301,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
21,05,5030,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2022,4,1,2633,37.9794910748196,1,1332,75.07507507507508,0,1301,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
22,05,5030,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,6,5629,106.59086871558003,5,2867,174.39832577607254,1,2762,36.20564808110065,0,0,0,2,3,1,0,6,0,6,0,0,0,0,4,0,0,2,6
23,05,5030,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,2,5629,35.53028957186001,1,2867,34.87966515521451,1,2762,36.20564808110065,0,0,0,0,1,1,0,2,0,2,0,0,0,0,1,0,0,1,2
24,05,5030,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2022,5,4,5629,71.06057914372002,4,2867,139.51866062085804,0,2762,0,0,0,0,2,2,0,0,4,0,4,0,0,0,0,3,0,0,1,4
25,05,5031,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,1,2932,34.106412005457024,1,1488,67.20430107526882,0,1444,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
26,05,5031,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,4,1,2932,34.106412005457024,1,1488,67.20430107526882,0,1444,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
27,05,5031,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,10,4904,203.91517128874386,8,2478,322.8410008071025,2,2426,82.44023083264634,0,0,0,6,3,1,0,10,0,10,0,0,0,0,6,1,0,3,10
28,05,5031,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,2,4904,40.78303425774878,2,2478,80.71025020177562,0,2426,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,1,2
29,05,5031,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,7,4904,142.74061990212073,6,2478,242.13075060532688,1,2426,41.22011541632317,0,0,0,5,1,1,0,7,0,7,0,0,0,0,4,1,0,2,7
30,05,5031,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,4904,20.39151712887439,0,2478,0,1,2426,41.22011541632317,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
31,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,2,1,3085,32.414910858995135,0,1616,0,1,1469,68.07351940095303,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
32,05,5034,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,2,1,3085,32.414910858995135,0,1616,0,1,1469,68.07351940095303,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
33,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,3,2,3833,52.178450300026086,1,2012,49.70178926441351,1,1821,54.91488193300385,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
34,05,5034,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,3,2,3833,52.178450300026086,1,2012,49.70178926441351,1,1821,54.91488193300385,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
35,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,3,3906,76.80491551459293,2,2039,98.0872976949485,1,1867,53.56186395286556,0,0,0,3,0,0,0,3,0,3,0,0,0,2,1,0,0,0,3
36,05,5034,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,4,1,3906,25.60163850486431,0,2039,0,1,1867,53.56186395286556,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
37,05,5034,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2022,4,2,3906,51.20327700972862,2,2039,98.0872976949485,0,1867,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,1,0,0,0,2
38,05,5034,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,11,7922,138.85382479171926,9,4357,206.56414964425065,2,3565,56.100981767180926,0,0,0,8,3,0,0,11,0,11,0,0,0,0,9,0,0,2,11
39,05,5034,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,10,7922,126.23074981065388,9,4357,206.56414964425065,1,3565,28.050490883590463,0,0,0,8,2,0,0,10,0,10,0,0,0,0,9,0,0,1,10
40,05,5034,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,7922,12.623074981065388,0,4357,0,1,3565,28.050490883590463,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
41,05,5036,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,2,522,383.1417624521073,1,259,386.1003861003861,1,263,380.22813688212926,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
42,05,5036,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2022,4,1,522,191.57088122605364,0,259,0,1,263,380.22813688212926,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43,05,5036,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2022,4,1,522,191.57088122605364,1,259,386.1003861003861,0,263,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
44,05,5036,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,3,979,306.43513789581203,3,497,603.6217303822938,0,482,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3
45,05,5036,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,2,979,204.29009193054137,2,497,402.4144869215292,0,482,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
46,05,5036,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,979,102.14504596527068,1,497,201.2072434607646,0,482,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
47,05,5038,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,2,1211,165.15276630883565,2,619,323.10177705977384,0,592,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
48,05,5038,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2022,4,2,1211,165.15276630883565,2,619,323.10177705977384,0,592,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
49,05,5038,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,7,2067,338.6550556361877,7,1065,657.2769953051643,0,1002,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,5,0,0,2,7
50,05,5038,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,7,2067,338.6550556361877,7,1065,657.2769953051643,0,1002,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,5,0,0,2,7
51,05,5040,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,11,3722,295.5400322407308,10,1962,509.683995922528,1,1760,56.81818181818181,0,0,0,5,6,0,0,11,0,11,0,0,0,0,7,0,0,4,11
52,05,5040,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,1,3722,26.867275658248257,0,1962,0,1,1760,56.81818181818181,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
53,05,5040,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,9,3722,241.80548092423427,9,1962,458.7155963302753,0,1760,0,0,0,0,4,5,0,0,9,0,9,0,0,0,0,5,0,0,4,9
54,05,5040,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,3722,26.867275658248257,1,1962,50.96839959225281,0,1760,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
55,05,5044,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,2,1,609,164.20361247947454,1,326,306.7484662576687,0,283,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
56,05,5044,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2022,2,1,609,164.20361247947454,1,326,306.7484662576687,0,283,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
57,05,5044,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,4,1219,328.1378178835111,3,629,476.94753577106513,1,590,169.4915254237288,0,0,0,3,1,0,0,4,0,4,0,0,0,0,3,0,1,0,4
58,05,5044,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,2,1219,164.06890894175555,2,629,317.9650238473768,0,590,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
59,05,5044,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2022,5,2,1219,164.06890894175555,1,629,158.9825119236884,1,590,169.4915254237288,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,0,1,0,2
60,05,5045,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,2,2,11320,17.667844522968196,1,5809,17.214666896195556,1,5511,18.145527127563057,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2
61,05,5045,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,2,1,11320,8.833922261484098,0,5809,0,1,5511,18.145527127563057,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
62,05,5045,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2022,2,1,11320,8.833922261484098,1,5809,17.214666896195556,0,5511,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
63,05,5045,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,3,1,14282,7.001820473323065,1,7290,13.717421124828533,0,6992,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
64,05,5045,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,3,1,14282,7.001820473323065,1,7290,13.717421124828533,0,6992,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
65,05,5045,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,3,14029,21.384275429467532,3,7047,42.57130693912303,0,6982,0,0,0,0,0,2,1,0,3,0,3,0,0,0,0,1,0,1,1,3
66,05,5045,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2022,4,3,14029,21.384275429467532,3,7047,42.57130693912303,0,6982,0,0,0,0,0,2,1,0,3,0,3,0,0,0,0,1,0,1,1,3
67,05,5045,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,43,25843,166.38935108153078,41,12615,325.0099088386841,2,13228,15.119443604475356,0,0,0,12,31,0,0,43,0,43,0,0,0,0,13,0,7,23,43
68,05,5045,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,35,25843,135.43319274078087,35,12615,277.44748315497424,0,13228,0,0,0,0,8,27,0,0,35,0,35,0,0,0,0,8,0,7,20,35
69,05,5045,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,25843,3.8695197925937395,0,12615,0,1,13228,7.559721802237678,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
70,05,5045,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2022,5,7,25843,27.086638548156174,6,12615,47.56242568370987,1,13228,7.559721802237678,0,0,0,4,3,0,0,7,0,7,0,0,0,0,4,0,0,3,7
71,05,5055,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,1,834,119.9040767386091,1,460,217.3913043478261,0,374,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
72,05,5055,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,4,1,834,119.9040767386091,1,460,217.3913043478261,0,374,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
73,05,5055,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,5,1226,407.8303425774877,5,637,784.9293563579278,0,589,0,0,0,0,2,3,0,0,5,0,5,0,0,0,0,5,0,0,0,5
74,05,5055,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,5,1226,407.8303425774877,5,637,784.9293563579278,0,589,0,0,0,0,2,3,0,0,5,0,5,0,0,0,0,5,0,0,0,5
75,05,5059,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,1,626,159.7444089456869,1,302,331.12582781456956,0,324,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
76,05,5059,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,1,626,159.7444089456869,1,302,331.12582781456956,0,324,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
77,05,5079,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,2,1,3217,31.084861672365555,0,1601,0,1,1616,61.881188118811885,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
78,05,5079,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,2,1,3217,31.084861672365555,0,1601,0,1,1616,61.881188118811885,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
79,05,5079,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,3,2,4160,48.07692307692308,2,2111,94.74182851729039,0,2049,0,0,0,0,1,1,0,0,2,0,2,0,0,0,1,1,0,0,0,2
80,05,5079,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,3,1,4160,24.03846153846154,1,2111,47.37091425864519,0,2049,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
81,05,5079,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2022,3,1,4160,24.03846153846154,1,2111,47.37091425864519,0,2049,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
82,05,5079,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,2,4508,44.36557231588288,2,2307,86.69267446900737,0,2201,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,2
83,05,5079,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2022,4,2,4508,44.36557231588288,2,2307,86.69267446900737,0,2201,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,2
84,05,5079,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,11,9538,115.32816104005033,11,4862,226.24434389140274,0,4676,0,0,0,0,5,4,2,0,11,0,11,0,0,1,0,10,0,0,0,11
85,05,5079,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,1,9538,10.484378276368211,1,4862,20.567667626491158,0,4676,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
86,05,5079,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,6,9538,62.90626965820927,6,4862,123.40600575894693,0,4676,0,0,0,0,3,2,1,0,6,0,6,0,0,0,0,6,0,0,0,6
87,05,5079,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,1,9538,10.484378276368211,1,4862,20.567667626491158,0,4676,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
88,05,5079,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2022,5,3,9538,31.453134829104634,3,4862,61.703002879473466,0,4676,0,0,0,0,1,2,0,0,3,0,3,0,0,1,0,2,0,0,0,3
89,05,5088,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,2,3,34277,8.752224523733116,3,17572,17.072615524698385,0,16705,0,0,0,0,1,2,0,0,3,0,3,0,0,1,0,2,0,0,0,3
90,05,5088,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,2,2,34277,5.83481634915541,2,17572,11.381743683132257,0,16705,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
91,05,5088,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2022,2,1,34277,2.917408174577705,1,17572,5.690871841566128,0,16705,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
92,05,5088,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,3,2,42662,4.688012751394684,2,21737,9.200901688365459,0,20925,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
93,05,5088,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,3,2,42662,4.688012751394684,2,21737,9.200901688365459,0,20925,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
94,05,5088,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,4,11,45527,24.161486590374942,7,22920,30.541012216404887,4,22607,17.693634714911312,0,0,0,1,9,1,0,11,1,10,0,0,2,0,7,0,2,0,11
95,05,5088,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,4,2,45527,4.392997561886354,1,22920,4.363001745200698,1,22607,4.423408678727828,0,0,0,0,2,0,0,2,1,1,0,0,0,0,2,0,0,0,2
96,05,5088,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2022,4,2,45527,4.392997561886354,2,22920,8.726003490401396,0,22607,0,0,0,0,0,1,1,0,2,0,2,0,0,1,0,1,0,0,0,2
97,05,5088,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2022,4,6,45527,13.178992685659061,3,22920,13.089005235602096,3,22607,13.270226036183482,0,0,0,1,5,0,0,6,0,6,0,0,1,0,3,0,2,0,6
98,05,5088,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2022,4,1,45527,2.196498780943177,1,22920,4.363001745200698,0,22607,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
99,05,5088,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,57,111207,51.25576627370579,43,56190,76.52607225484962,14,55017,25.44668011705473,0,0,0,9,45,3,0,57,0,57,0,0,4,0,48,0,1,4,57
100,05,5088,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2022,5,2,111207,1.7984479394282733,1,56190,1.7796760989499911,1,55017,1.817620008361052,0,0,0,0,2,0,0,2,0,2,0,0,1,0,1,0,0,0,2
101,05,5088,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2022,5,20,111207,17.984479394282733,18,56190,32.03416978109984,2,55017,3.635240016722104,0,0,0,6,11,3,0,20,0,20,0,0,1,0,15,0,1,3,20
102,05,5088,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2022,5,12,111207,10.790687636569642,10,56190,17.79676098949991,2,55017,3.635240016722104,0,0,0,1,11,0,0,12,0,12,0,0,1,0,11,0,0,0,12
103,05,5088,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2022,5,23,111207,20.682151303425144,14,56190,24.91546538529987,9,55017,16.35858007524947,0,0,0,2,21,0,0,23,0,23,0,0,1,0,21,0,0,1,23
104,05,5086,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2022,2,1,489,204.4989775051125,1,243,411.522633744856,0,246,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
105,05,5086,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2022,2,1,489,204.4989775051125,1,243,411.522633744856,0,246,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
106,05,5086,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2022,5,1,1085,92.16589861751152,1,560,178.57142857142856,0,525,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
