id,codep,codmun,codind,nomind,manmue,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam,sincasos,sinpoblacion,sintasa,rural,urbano,sinfor,despazado,otro,discapacitado,nodiscapacitado,sinfodiscapacitado,amarillo,blanco,indigena,mestizo,mulato,negro,sinfraza,total
14,05,5002,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,2,3015,66.33499170812604,1,1650,60.60606060606061,1,1365,73.26007326007326,0,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,0,0,2
15,05,5030,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,2,1,1936,51.65289256198347,0,986,0,1,950,105.26315789473684,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
16,05,5030,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,2,1,1936,51.65289256198347,0,986,0,1,950,105.26315789473684,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
17,05,5030,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,3,2614,114.76664116296864,1,1322,75.642965204236,2,1292,154.79876160990713,0,0,0,0,2,1,0,3,0,3,0,0,0,0,2,0,0,1,3
18,05,5030,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2023,4,2,2614,76.51109410864575,0,1322,0,2,1292,154.79876160990713,0,0,0,0,1,1,0,2,0,2,0,0,0,0,1,0,0,1,2
19,05,5030,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,4,1,2614,38.255547054322875,1,1322,75.642965204236,0,1292,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
20,05,5030,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,14,5569,251.3916322499551,12,2836,423.13117066290556,2,2733,73.17965605561653,0,0,0,5,7,2,0,14,0,14,0,0,0,1,12,0,0,1,14
21,05,5030,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,2,5569,35.91309032142216,2,2836,70.52186177715092,0,2733,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
22,05,5030,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,8,5569,143.65236128568864,8,2836,282.08744710860367,0,2733,0,0,0,0,1,5,2,0,8,0,8,0,0,0,1,6,0,0,1,8
23,05,5030,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,1,5569,17.95654516071108,0,2836,0,1,2733,36.58982802780827,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
24,05,5030,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,3,5569,53.86963548213323,2,2836,70.52186177715092,1,2733,36.58982802780827,0,0,0,2,1,0,0,3,0,3,0,0,0,0,3,0,0,0,3
25,05,5031,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,10,4862,205.67667626491155,9,2455,366.5987780040733,1,2407,41.54549231408392,0,0,0,4,6,0,0,10,0,10,0,0,0,0,10,0,0,0,10
26,05,5031,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,3,4862,61.703002879473466,3,2455,122.19959266802445,0,2407,0,0,0,0,2,1,0,0,3,0,3,0,0,0,0,3,0,0,0,3
27,05,5031,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,5,4862,102.83833813245577,4,2455,162.9327902240326,1,2407,41.54549231408392,0,0,0,1,4,0,0,5,0,5,0,0,0,0,5,0,0,0,5
28,05,5031,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,2,4862,41.135335252982316,2,2455,81.4663951120163,0,2407,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
29,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,3,1,3823,26.15746795710175,0,2007,0,1,1816,55.06607929515419,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
30,05,5034,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2023,3,1,3823,26.15746795710175,0,2007,0,1,1816,55.06607929515419,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
31,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,1,3869,25.84647195657793,1,2018,49.554013875123886,0,1851,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
32,05,5034,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2023,4,1,3869,25.84647195657793,1,2018,49.554013875123886,0,1851,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
33,05,5034,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,18,7838,229.6504210257719,17,4320,393.5185185185185,1,3518,28.425241614553723,0,0,0,11,7,0,0,18,0,18,0,0,0,0,17,0,0,1,18
34,05,5034,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,16,7838,204.13370757846388,15,4320,347.22222222222223,1,3518,28.425241614553723,0,0,0,10,6,0,0,16,0,16,0,0,0,0,15,0,0,1,16
35,05,5034,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,1,7838,12.758356723653993,1,4320,23.14814814814815,0,3518,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
36,05,5034,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,1,7838,12.758356723653993,1,4320,23.14814814814815,0,3518,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
37,05,5036,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,2,972,205.761316872428,2,492,406.50406504065046,0,480,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
38,05,5036,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,1,972,102.880658436214,1,492,203.25203252032523,0,480,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
39,05,5036,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,1,972,102.880658436214,1,492,203.25203252032523,0,480,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40,05,5038,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,3,2041,146.98677119059283,3,1055,284.3601895734597,0,986,0,0,0,0,1,2,0,0,3,0,3,0,0,0,0,2,0,0,1,3
41,05,5038,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,3,2041,146.98677119059283,3,1055,284.3601895734597,0,986,0,0,0,0,1,2,0,0,3,0,3,0,0,0,0,2,0,0,1,3
42,05,5040,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,2,2126,94.07337723424271,2,1128,177.3049645390071,0,998,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,1,2
43,05,5040,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2023,4,1,2126,47.03668861712136,1,1128,88.65248226950355,0,998,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
44,05,5040,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2023,4,1,2126,47.03668861712136,1,1128,88.65248226950355,0,998,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
45,05,5040,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,17,3703,459.0872265730489,17,1959,867.7896886166412,0,1744,0,0,0,0,6,10,1,0,17,0,17,0,0,0,0,13,0,0,4,17
46,05,5040,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,17,3703,459.0872265730489,17,1959,867.7896886166412,0,1744,0,0,0,0,6,10,1,0,17,0,17,0,0,0,0,13,0,0,4,17
47,05,5044,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,3,1,759,131.75230566534916,0,397,0,1,362,276.2430939226519,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
48,05,5044,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2023,3,1,759,131.75230566534916,0,397,0,1,362,276.2430939226519,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
49,05,5044,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,3,1208,248.34437086092717,2,624,320.5128205128205,1,584,171.23287671232876,0,0,0,3,0,0,0,3,0,3,0,0,1,0,2,0,0,0,3
50,05,5044,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,2,1208,165.56291390728478,2,624,320.5128205128205,0,584,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,1,0,0,0,2
51,05,5044,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,1,1208,82.78145695364239,0,624,0,1,584,171.23287671232876,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
52,05,5045,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,1,13976,7.155123068116771,0,7005,0,1,6971,14.345144168698896,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
53,05,5045,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,4,1,13976,7.155123068116771,0,7005,0,1,6971,14.345144168698896,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
54,05,5045,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,31,25641,120.90012090012091,26,12496,208.06658130601792,5,13145,38.03727653100038,0,0,0,9,22,0,0,31,0,31,0,1,1,0,17,1,5,6,31
55,05,5045,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,24,25641,93.6000936000936,24,12496,192.06145966709346,0,13145,0,0,0,0,4,20,0,0,24,0,24,0,0,0,0,14,0,5,5,24
56,05,5045,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,3,25641,11.7000117000117,1,12496,8.002560819462227,2,13145,15.214910612400152,0,0,0,2,1,0,0,3,0,3,0,1,0,0,0,1,0,1,3
57,05,5045,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,4,25641,15.600015600015599,1,12496,8.002560819462227,3,13145,22.822365918600227,0,0,0,3,1,0,0,4,0,4,0,0,1,0,3,0,0,0,4
58,05,5051,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,2,4875,41.02564102564102,2,2395,83.50730688935282,0,2480,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
59,05,5051,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,1,4875,20.51282051282051,1,2395,41.75365344467641,0,2480,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
60,05,5051,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,1,4875,20.51282051282051,1,2395,41.75365344467641,0,2480,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
61,05,5055,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,2,1210,165.2892561983471,2,631,316.9572107765452,0,579,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
62,05,5055,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,2,1210,165.2892561983471,2,631,316.9572107765452,0,579,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
63,05,5059,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,1,393,254.4529262086514,1,199,502.51256281407035,0,194,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
64,05,5059,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2023,4,1,393,254.4529262086514,1,199,502.51256281407035,0,194,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
65,05,5079,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,2,1,3155,31.695721077654518,1,1571,63.65372374283895,0,1584,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
66,05,5079,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2023,2,1,3155,31.695721077654518,1,1571,63.65372374283895,0,1584,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
67,05,5079,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,2,4471,44.73272198613285,1,2286,43.74453193350831,1,2185,45.766590389016024,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
68,05,5079,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,4,2,4471,44.73272198613285,1,2286,43.74453193350831,1,2185,45.766590389016024,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
69,05,5079,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,11,9432,116.62425784563189,9,4807,187.22696068233824,2,4625,43.24324324324324,0,0,0,7,1,3,0,11,0,11,0,0,1,0,9,0,0,1,11
70,05,5079,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,1,9432,10.602205258693807,1,4807,20.802995631370916,0,4625,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
71,05,5079,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,3,9432,31.806615776081426,3,4807,62.40898689411275,0,4625,0,0,0,0,1,0,2,0,3,0,3,0,0,0,0,2,0,0,1,3
72,05,5079,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,7,9432,74.21543681085666,5,4807,104.0149781568546,2,4625,43.24324324324324,0,0,0,6,0,1,0,7,0,7,0,0,1,0,6,0,0,0,7
73,05,5088,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,9,45195,19.913707268503153,9,22748,39.56391770705117,0,22447,0,0,0,0,1,7,1,0,9,0,9,0,0,0,0,9,0,0,0,9
74,05,5088,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2023,4,1,45195,2.212634140944795,1,22748,4.395990856339019,0,22447,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
75,05,5088,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2023,4,3,45195,6.637902422834384,3,22748,13.187972569017056,0,22447,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,3
76,05,5088,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,4,5,45195,11.063170704723975,5,22748,21.979954281695093,0,22447,0,0,0,0,1,4,0,0,5,0,5,0,0,0,0,5,0,0,0,5
77,05,5088,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,51,110068,46.33499291347167,46,55659,82.64611293770999,5,54409,9.189656123067875,0,0,0,5,45,1,0,51,0,51,0,0,4,0,44,0,2,1,51
78,05,5088,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,4,110068,3.6341170912526803,4,55659,7.186618516322607,0,54409,0,0,0,0,1,3,0,0,4,0,4,0,0,0,0,4,0,0,0,4
79,05,5088,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,21,110068,19.079114729076572,20,55659,35.93309258161303,1,54409,1.8379312246135748,0,0,0,4,16,1,0,21,0,21,0,0,1,0,19,0,1,0,21
80,05,5088,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,16,110068,14.536468365010721,14,55659,25.153164807129127,2,54409,3.6758624492271497,0,0,0,0,16,0,0,16,0,16,0,0,2,0,14,0,0,0,16
81,05,5088,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,10,110068,9.0852927281317,8,55659,14.373237032645214,2,54409,3.6758624492271497,0,0,0,0,10,0,0,10,0,10,0,0,1,0,7,0,1,1,10
82,05,5086,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,4,1073,372.7865796831314,4,560,714.2857142857142,0,513,0,0,0,0,3,1,0,0,4,0,4,0,0,0,0,3,0,0,1,4
83,05,5086,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,4,1073,372.7865796831314,4,560,714.2857142857142,0,513,0,0,0,0,3,1,0,0,4,0,4,0,0,0,0,3,0,0,1,4
84,05,5091,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,2,1717,116.48223645894002,2,883,226.50056625141565,0,834,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2
85,05,5091,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,2,1717,116.48223645894002,2,883,226.50056625141565,0,834,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2
86,05,5093,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,2,1,1326,75.41478129713424,0,681,0,1,645,155.03875968992247,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
87,05,5093,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,2,1,1326,75.41478129713424,0,681,0,1,645,155.03875968992247,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
88,05,5093,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,10,2748,363.901018922853,10,1417,705.7163020465773,0,1331,0,0,0,0,4,6,0,0,10,0,10,0,0,1,0,9,0,0,0,10
89,05,5093,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,9,2748,327.51091703056767,9,1417,635.1446718419196,0,1331,0,0,0,0,4,5,0,0,9,0,9,0,0,0,0,9,0,0,0,9
90,05,5093,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2023,5,1,2748,36.3901018922853,1,1417,70.57163020465774,0,1331,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
91,05,5107,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,1,937,106.72358591248667,1,506,197.6284584980237,0,431,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
92,05,5107,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2023,4,1,937,106.72358591248667,1,506,197.6284584980237,0,431,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
93,05,5107,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,8,1445,553.6332179930796,8,742,1078.167115902965,0,703,0,0,0,0,5,3,0,0,8,0,8,0,0,0,0,7,0,0,1,8
94,05,5107,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,2,1445,138.4083044982699,2,742,269.54177897574124,0,703,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,2
95,05,5107,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,5,1445,346.02076124567475,5,742,673.8544474393532,0,703,0,0,0,0,4,1,0,0,5,0,5,0,0,0,0,4,0,0,1,5
96,05,5107,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2023,5,1,1445,69.20415224913495,1,742,134.77088948787062,0,703,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
97,05,5113,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,5,1758,284.4141069397042,3,947,316.78986272439283,2,811,246.6091245376079,0,0,0,4,0,1,0,5,0,5,0,0,0,0,5,0,0,0,5
98,05,5113,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,1,1758,56.88282138794084,1,947,105.59662090813093,0,811,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
99,05,5113,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2023,5,4,1758,227.53128555176335,2,947,211.19324181626186,2,811,246.6091245376079,0,0,0,3,0,1,0,4,0,4,0,0,0,0,4,0,0,0,4
100,05,5120,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,3,1,4184,23.90057361376673,0,2229,0,1,1955,51.15089514066496,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
101,05,5120,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2023,3,1,4184,23.90057361376673,0,2229,0,1,1955,51.15089514066496,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
102,05,5120,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2023,4,4,3664,109.17030567685589,4,1993,200.7024586051179,0,1671,0,0,0,0,1,3,0,1,3,0,4,0,0,1,0,3,0,0,0,4
103,05,5120,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2023,4,2,3664,54.585152838427945,2,1993,100.35122930255895,0,1671,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,2
104,05,5120,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2023,4,2,3664,54.585152838427945,2,1993,100.35122930255895,0,1671,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,1,0,0,0,2
105,05,5120,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2023,5,17,5094,333.7259521005104,15,2642,567.7517032551098,2,2452,81.56606851549756,0,0,0,14,3,0,2,15,0,17,0,0,1,0,14,0,1,1,17
106,05,5120,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2023,5,4,5094,78.52375343541422,4,2642,151.4004542013626,0,2452,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,3,0,0,1,4
